player_id,name,position_group_raw,age_at_valuation,current_club_id,minutes_last_season,target_market_value,predicted_value,undervalued_pct,undervalued_pct_formatted
1360186,Barney Stewart,Forward,21.908281998631075,1191,910.0,500000,4138734.5,7.277469,727.7%
938388,Panagiotis Tsantilas,Forward,22.012320328542096,3060,1392.0,500000,3581386.8,6.1627735,616.3%
461939,Tomás Silva,Forward,24.643394934976044,2300,2805.0,600000,4277771.0,6.129618333333333,613.0%
729781,Vladyslav Veleten,Forward,23.21423682409309,53646,1891.0,1000000,7093622.5,6.0936225,609.4%
589374,Milson,Forward,23.65503080082136,159,1665.0,900000,6352681.5,6.058535,605.9%
1111025,Baboucarr Faal,Forward,22.71047227926078,85465,2290.0,700000,4626317.5,5.609025,560.9%
651977,Amine Boutrah,Forward,23.59479808350445,499,1959.0,600000,3904166.2,5.50694375,550.7%
502288,Bryan Limbombe,Forward,24.82409308692676,1304,1388.0,500000,2943814.0,4.887628,488.8%
789583,Yaroslav Karabin,Forward,23.08008213552361,85465,1449.0,500000,2874891.2,4.7497825,475.0%
935109,Artem Slesar,Forward,21.01574264202601,10690,2047.0,600000,3422513.5,4.704189166666667,470.4%
