player_id,name,position_group_raw,age_at_valuation,current_club_id,minutes_last_season,target_market_value,predicted_value,undervalued_pct,undervalued_pct_formatted
793099,Stije Resink,Midfielder,22.5160848733744,202,2940.0,7000000,28370000.0,3.052857142857143,305.3%
929573,Joel Silva,Midfielder,22.85010266940452,982,1252.0,400000,1612872.0,3.03218,303.2%
566911,Yassin Oukili,Midfielder,24.955509924709105,385,1828.0,800000,3205029.8,3.0062871875,300.6%
934991,Giannis Doiranlis,Midfielder,23.208761122518823,3385,1003.0,350000,1386537.1,2.961534642857143,296.2%
904371,Maksym Kucheryavyi,Midfielder,22.05886379192334,2578,1611.0,800000,3144268.0,2.930335,293.0%
647376,Luke Robinson,Defender,22.60369609856263,2578,2789.0,175000,7306127.0,40.749297142857145,4074.9%
732206,Georgie Gent,Defender,20.684462696783022,987,1584.0,300000,4458200.5,13.860668333333331,1386.1%
859924,Burhan Ersoy,Defender,22.51334702258727,6646,965.0,100000,1399779.4,12.99779375,1299.8%
638666,Josh Flint,Defender,23.630390143737166,724,2314.0,450000,4880413.0,9.845362222222224,984.5%
652632,Max Johnston,Defender,19.498973305954827,22,1266.0,700000,6762916.5,8.661309285714285,866.1%
743556,Connor Allan,Defender,22.1492128678987,1191,1678.0,250000,2287411.8,8.149647,815.0%
741267,Sam Curtis,Defender,20.005475701574262,2578,1068.0,175000,1578219.8,8.018398571428571,801.8%
640245,Will Fish,Defender,21.281314168377826,903,3587.0,550000,4905040.5,7.918255454545455,791.8%
787776,Valeriy Dubko,Defender,24.7419575633128,55686,2520.0,500000,4222115.0,7.44423,744.4%
1085296,Miguel Freckleton,Defender,22.34633812457221,465,1260.0,200000,1551296.8,6.75648375,675.6%
615300,Nikola Stajic,Defender,24.26009582477755,6418,1973.0,450000,3380276.0,6.511724444444445,651.2%
633228,Kacper Łopata,Defender,24.249144421629023,2759,1488.0,250000,1874498.9,6.4979955,649.8%
747598,Elijah Campbell,Defender,21.352498288843258,2759,1057.0,200000,1474994.5,6.3749725,637.5%
631904,Anselmo García MacNulty,Defender,22.784394250513348,1269,3042.0,1500000,10869044.0,6.246029333333333,624.6%
1108127,Luciano Maidana,Defender,23.72621492128679,30120,917.0,150000,1084839.0,6.23226,623.2%
424019,Danny Finlayson,Defender,24.88980150581793,1241,1235.0,200000,1407037.5,6.0351875,603.5%
891835,Nick Verschuren,Defender,21.155373032169745,724,2445.0,900000,6227837.0,5.919818888888889,592.0%
461654,Taras Dmytruk,Defender,24.24366872005476,61825,1805.0,350000,2417675.5,5.9076442857142855,590.8%
726717,Konstantinos Pomonis,Defender,23.750855578370977,6676,1006.0,150000,1012902.0,5.75268,575.3%
539435,Bogdan Chuev,Defender,24.28473648186174,61825,1608.0,350000,2346934.8,5.705527857142857,570.6%
541448,Oisin McEntee,Defender,24.928131416837783,43,1182.0,200000,1328553.1,5.642765625,564.3%
511552,Ryan Astley,Defender,24.18343600273785,511,2514.0,600000,3958755.8,5.59792625,559.8%
726697,Cristian Devenish,Defender,24.8952772073922,110302,2790.0,800000,5186227.5,5.482784375,548.3%
504543,George Harmon,Defender,24.96646132785764,2759,1166.0,275000,1776605.9,5.460385,546.0%
